easting,northing,yaw,state_x,state_y,state_yaw
310217.805166,2768165.70041,-0.0409543535631,310217.808643,2768165.69733,-0.0409543533167
310217.805166,2768165.70041,-0.0409543535631,310217.808755,2768165.69778,-0.0409543532525
310217.805166,2768165.70041,-0.0409543535631,310217.808215,2768165.69818,-0.0409543532828
310217.805166,2768165.70041,-0.0409543535631,310217.807755,2768165.69852,-0.0409543533393
310217.805166,2768165.70041,-0.0409543535631,310217.807979,2768165.69879,-0.0409543533278
310217.805166,2768165.70041,-0.0409543535631,310217.807562,2768165.69904,-0.0409543533628
310217.805166,2768165.70041,-0.0409543535631,310217.807204,2768165.69925,-0.0409543534075
310217.805166,2768165.70041,-0.0409543535631,310217.807519,2768165.6994,-0.0409543534068
310217.805166,2768165.70041,-0.0409543535631,310217.807173,2768165.69955,-0.0409543534323
310217.805166,2768165.70041,-0.0409543535631,310217.806876,2768165.69969,-0.0409543534623
310217.805166,2768165.70041,-0.0409543535631,310217.807245,2768165.69977,-0.0409543534637
310217.805166,2768165.70041,-0.0409543535631,310217.806939,2768165.69987,-0.0409543534806
310217.805166,2768165.70041,-0.0409543535631,310217.806676,2768165.69995,-0.0409543534999
310217.805166,2768165.70041,-0.0409543535631,310217.807078,2768165.7,-0.0409543535014
310217.805166,2768165.70041,-0.0409543535631,310217.806794,2768165.70006,-0.0409543535122
310217.805166,2768165.70041,-0.0409543535631,310217.806557,2768165.70011,-0.0409543535241
310217.805166,2768165.70041,-0.0409543535631,310217.80698,2768165.70013,-0.0409543535252
310217.805166,2768165.70041,-0.0409543535631,310217.806717,2768165.70018,-0.0409543535318
310217.805166,2768165.70041,-0.0409543535631,310217.806502,2768165.70021,-0.040954353539
310217.805166,2768165.70041,-0.0409543535631,310217.806926,2768165.70022,-0.0409543535398
310217.805166,2768165.70041,-0.0409543535631,310217.806679,2768165.70025,-0.0409543535438
310217.805166,2768165.70041,-0.0409543535631,310217.806457,2768165.70027,-0.0409543535483
310217.805166,2768165.70041,-0.0409543535631,310217.806864,2768165.70027,-0.040954353549
310217.805166,2768165.70041,-0.0409543535631,310217.80666,2768165.70029,-0.0409543535514
310217.805166,2768165.70041,-0.0409543535631,310217.806445,2768165.70031,-0.0409543535541
310217.805166,2768165.70041,-0.0409543535631,310217.806894,2768165.7003,-0.0409543535543
310217.805166,2768165.70041,-0.0409543535631,310217.806645,2768165.70031,-0.0409543535559
310217.805166,2768165.70041,-0.0409543535631,310217.806429,2768165.70033,-0.0409543535576
310217.795073,2768165.70055,-0.0409543535631,310217.804823,2768165.70036,-0.0409543535638
310217.795073,2768165.70055,-0.0409543535631,310217.803457,2768165.70038,-0.0409543535673
310217.795073,2768165.70055,-0.0409543535631,310217.802199,2768165.70041,-0.040954353568
310217.795073,2768165.70055,-0.0409543535631,310217.80112,2768165.70043,-0.0409543535675
310217.795073,2768165.70055,-0.0409543535631,310217.8002,2768165.70045,-0.0409543535667
310217.795073,2768165.70055,-0.0409543535631,310217.799419,2768165.70046,-0.0409543535658
310217.795073,2768165.70055,-0.0409543535631,310217.798968,2768165.70047,-0.0409543535663
310217.795073,2768165.70055,-0.0409543535631,310217.798381,2768165.70048,-0.0409543535659
310217.795073,2768165.70055,-0.0409569922531,310217.79788,2768165.70049,-0.0409552188487
310217.795073,2768165.70055,-0.0409569922531,310217.797907,2768165.70048,-0.0409558003879
310217.795073,2768165.70055,-0.0409569922531,310217.79749,2768165.70049,-0.0409561912271
310217.795073,2768165.70055,-0.0409569922531,310217.797136,2768165.7005,-0.0409564539012
310217.795073,2768165.70055,-0.0409569922531,310217.797258,2768165.70049,-0.0409566304395
